yield		sta.err		sys.err		sta.relative	sys.relative
0.114602	0.0323132	0.0392492	0.28196	0.342482
0.0958581	0.00858582	0.0186982	0.0895681	0.195061
0.0512548	0.00220965	0.00478963	0.0431111	0.0934476
0.0241783	0.000776175	0.00196916	0.0321021	0.0814431
0.0104836	0.000286325	0.0010389	0.0273117	0.0990974
0.00382062	9.93929e-05	0.000380174	0.0260149	0.0995059
0.00131587	3.92569e-05	0.000119955	0.0298334	0.0911597
0.000490786	1.81261e-05	4.73133e-05	0.0369329	0.0964032
0.000133272	5.26397e-06	1.50565e-05	0.039498	0.112976
2.98509e-05	1.87173e-06	4.79817e-06	0.0627028	0.160738
6.71646e-06	7.72396e-07	1.49415e-06	0.115	0.222461
1.52572e-06	3.55422e-07	6.11712e-07	0.232953	0.400932
