yield		sta.err		sys.err		sta.relative	sys.relative
0.0251957	0.003864	0.00749024	0.15336	0.297283
0.0175279	0.00105664	0.00478651	0.0602835	0.27308
0.010379	0.000350352	0.00104595	0.0337558	0.100775
0.00508353	0.000130081	0.000408209	0.0255888	0.0803003
0.0021958	5.27852e-05	0.000190233	0.0240392	0.0866351
0.000860679	2.15651e-05	7.62185e-05	0.025056	0.0885563
0.00032961	9.75789e-06	3.08344e-05	0.0296043	0.0935482
0.000137661	4.99028e-06	1.2862e-05	0.0362506	0.0934325
4.18141e-05	1.62463e-06	5.22649e-06	0.0388536	0.124994
1.08316e-05	5.89327e-07	1.83208e-06	0.0544081	0.169142
2.43217e-06	2.43407e-07	4.24567e-07	0.100078	0.174563
7.52431e-07	1.3789e-07	5.70131e-07	0.183259	0.757719
