yield		sta.err		sys.err		sta.relative	sys.relative
0.0605507	0.0140039	0.0346959	0.231276	0.573005
0.0686709	0.00555459	0.0131189	0.0808871	0.19104
0.0326769	0.00141558	0.00295862	0.0433204	0.0905416
0.016247	0.000541788	0.00130612	0.0333469	0.0803914
0.00689316	0.000197896	0.000559459	0.028709	0.0811614
0.00266028	7.19313e-05	0.000217796	0.027039	0.0818695
0.000935877	2.82322e-05	8.12397e-05	0.0301666	0.086806
0.000360064	1.33836e-05	4.00177e-05	0.0371702	0.11114
0.000115512	4.09834e-06	1.10636e-05	0.0354798	0.0957792
2.10463e-05	1.35676e-06	3.34382e-06	0.0644657	0.15888
5.17741e-06	5.86249e-07	1.09243e-06	0.113232	0.211
1.79545e-06	2.94612e-07	8.03564e-07	0.164088	0.447554
