yield		sta.err		sys.err		sta.relative	sys.relative
0.0488669	0.0065171	0.00864206	0.133364	0.176849
0.0297591	0.00168724	0.0192	0.0566964	0.645179
0.0171444	0.000536984	0.0014166	0.0313213	0.0826279
0.00870145	0.000205309	0.000688105	0.0235948	0.0790793
0.00357414	7.65516e-05	0.000286145	0.0214182	0.0800599
0.00137812	2.98204e-05	0.000128345	0.0216384	0.09313
0.000540621	1.30835e-05	4.69611e-05	0.0242009	0.0868651
0.000207837	6.3061e-06	1.70281e-05	0.0303416	0.0819303
6.18913e-05	1.97082e-06	6.0843e-06	0.0318432	0.0983062
1.49248e-05	6.95956e-07	1.74727e-06	0.0466308	0.117072
3.65716e-06	3.10261e-07	5.03625e-07	0.0848365	0.137709
1.10176e-06	1.64381e-07	1.54909e-07	0.149198	0.140601
