yield		sta.err		sys.err		sta.relative	sys.relative
0.0141309	0.00195589	0.00405992	0.138412	0.287308
0.00973611	0.000640101	0.00178385	0.065745	0.18322
0.00580446	0.000215345	0.000567066	0.0371	0.0976949
0.00284465	8.5379e-05	0.000283382	0.0300139	0.0996193
0.00119988	3.50704e-05	0.000114205	0.0292282	0.0951801
0.000478737	1.5207e-05	4.75828e-05	0.0317649	0.0993924
0.000194108	7.23526e-06	1.68265e-05	0.0372745	0.0866866
8.58063e-05	3.89193e-06	8.49407e-06	0.0453572	0.0989912
2.44212e-05	1.21844e-06	3.52432e-06	0.0498928	0.144314
6.23566e-06	4.54296e-07	5.63016e-07	0.0728546	0.0902897
1.57294e-06	1.90655e-07	1.68071e-07	0.121209	0.106852
5.22239e-07	1.00117e-07	1.51114e-07	0.191708	0.289358
