yield		sta.err		sys.err		sta.relative	sys.relative
0.0404491	0.00407294	0.00929347	0.100693	0.229757
0.0326478	0.00130896	0.00458935	0.0400934	0.140572
0.0173973	0.000371067	0.00138778	0.021329	0.0797698
0.00845723	0.00013594	0.000643339	0.0160738	0.0760697
0.00361148	5.05213e-05	0.000300621	0.0139891	0.0832403
0.00136763	1.84062e-05	0.000123318	0.0134585	0.0901695
0.000505467	7.53119e-06	4.33828e-05	0.0148995	0.0858272
0.000195387	3.56752e-06	1.67797e-05	0.0182587	0.0858794
5.8068e-05	1.08105e-06	5.10717e-06	0.018617	0.0879516
1.3177e-05	3.81741e-07	1.56282e-06	0.0289702	0.118602
3.30391e-06	1.64946e-07	3.68475e-07	0.0499244	0.111527
9.56193e-07	8.5457e-08	1.86044e-07	0.0893722	0.194567
