yield		sta.err		sys.err		sta.relative	sys.relative
0.00732888	0.00117255	0.00265869	0.15999	0.362769
0.00384542	0.000347623	0.000613072	0.0903993	0.159429
0.00170365	0.000120037	0.000252488	0.0704585	0.148204
0.000770416	4.58628e-05	0.000239331	0.0595299	0.310652
0.000348968	2.16197e-05	6.62994e-05	0.0619534	0.189987
0.000145271	1.05619e-05	1.88279e-05	0.0727047	0.129606
5.26463e-05	4.79851e-06	1.31504e-05	0.0911463	0.249788
1.64163e-05	2.33681e-06	7.60197e-06	0.142347	0.463073
7.0944e-06	8.1721e-07	2.97643e-06	0.115191	0.419546
2.83837e-06	3.65635e-07	6.91227e-07	0.128819	0.24353
1.26343e-06	2.02967e-07	8.68243e-07	0.160647	0.687208
2.07586e-07	9.39751e-08	2.12773e-07	0.452704	1.02499
