yield		sta.err		sys.err		sta.relative	sys.relative
0.0269873	0.00277583	0.00774091	0.102857	0.286835
0.021607	0.000887989	0.0031673	0.0410973	0.146587
0.0115674	0.000261826	0.000909978	0.0226348	0.0786674
0.00579943	9.98934e-05	0.000442087	0.0172247	0.0762294
0.00242598	3.70607e-05	0.000194952	0.0152766	0.0803602
0.000942624	1.4167e-05	8.17632e-05	0.0150294	0.0867399
0.000357031	5.99559e-06	3.04379e-05	0.0167929	0.0852529
0.000140279	2.9088e-06	1.16868e-05	0.0207358	0.0833107
4.2881e-05	9.03917e-07	3.94553e-06	0.0210797	0.0920112
9.80728e-06	3.17659e-07	1.06117e-06	0.0323902	0.108202
2.52674e-06	1.38502e-07	2.92077e-07	0.0548145	0.115594
7.74202e-07	7.45554e-08	1.22199e-07	0.0962997	0.157839
