4.48291e+06	451397	0.000741996	0.102391
1.08549e+07	435210	0.00979048	0.0357771
9.64059e+06	205624	0.0141801	0.0215625
6.56111e+06	105462	0.0202238	0.013028
3.60229e+06	50392.8	0.0326232	0.00389112
1.66729e+06	22439.2	0.0367097	0.00925362
728261	10850.7	0.0377031	0.0290292
324817	5930.74	0.0390369	0.0450346
231681	4313.21	0.0437987	0.0590168
64257.1	1861.54	0.0555662	0.0516094
19040.7	950.596	0.0653597	0.0507614
6358.4	568.264	0.0689204	0.0473748
